episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
66,-5692.0,-5655.637931151164,0.9332387308982754,3.425,42.90485728592889,20.02,6.88,0.0,0.0,0.0
67,-5314.0,-5284.808686808149,0.8994728654103687,3.098611111111111,41.850425212606304,19.0,6.01,0.0,0.0,0.0
68,-5441.0,-5397.958729880076,0.9083910887047638,3.3222222222222224,42.53276638319159,19.71,6.78,0.0,0.0,1.0
69,-5453.0,-5420.020623449621,0.8925727068056195,3.3041666666666667,41.91895947973987,19.15,6.33,0.0,0.0,2.0
70,-5535.0,-5503.188068966381,0.9317189480268983,3.3986111111111112,42.65982991495748,19.81,6.81,0.0,0.0,0.0
71,-6013.0,-5979.408613135366,0.9861516451982216,3.8319444444444444,44.48974487243622,21.59,8.05,0.0,0.0,0.0
72,-5511.0,-5477.665637857935,0.9181435888596668,3.326388888888889,42.59479739869935,19.78,6.6,0.0,0.0,0.0
73,-5577.0,-5538.358537951859,0.922185128098516,3.4458333333333333,42.5187969924812,19.8,6.75,0.0,0.0,0.0
74,-5988.0,-5952.118018260526,0.9939287895898168,3.838888888888889,44.06753376688344,21.25,7.7,0.0,0.0,1.0
75,-5555.0,-5523.93538758089,0.9211449212812245,3.2708333333333335,42.413413413413416,19.56,6.35,0.0,0.0,0.0
76,-5638.0,-5610.789185371984,0.9326492610013128,3.4055555555555554,43.29614807403702,20.57,7.27,0.0,0.0,0.0
77,-5653.0,-5615.41492965571,0.9406817725229352,3.4569444444444444,42.87525050100201,20.07,6.92,0.0,0.0,0.0
78,-5365.0,-5332.982560098059,0.9056898175812039,3.1319444444444446,41.983991995998,19.23,6.28,0.0,0.0,0.0
79,-5478.0,-5443.281379784515,0.9117086202159896,3.2125,42.61530765382691,19.75,6.56,0.0,0.0,0.0
80,-5319.0,-5288.0169606499785,0.8886799099374354,3.1875,41.723861930965484,18.93,6.21,0.0,0.0,1.0
81,-5342.0,-5313.430754642868,0.90466303483006,3.2569444444444446,42.236118059029515,19.33,6.75,0.0,0.0,0.0
82,-5642.0,-5607.547867007928,0.9461903922809353,3.6125,42.83074611917877,19.88,7.16,0.0,0.0,0.0
83,-5523.0,-5493.866564146681,0.9203988701797966,3.436111111111111,42.57707707707708,19.77,6.96,0.0,0.0,0.0
84,-5414.0,-5376.490072457603,0.8688465926836844,3.183333333333333,41.83991995997999,19.11,6.12,0.0,0.0,2.0
85,-5720.0,-5688.32525029638,0.9380312506706316,3.6791666666666667,42.97946920380571,20.17,7.29,0.0,0.0,0.0
86,-5733.0,-5705.816897093409,0.9520674859211382,3.5097222222222224,43.37318659329665,20.63,7.23,0.0,0.0,0.0
87,-5748.0,-5722.7852744642605,0.9613450701081022,3.5944444444444446,43.332666333166586,20.52,7.35,0.0,0.0,0.0
88,-5865.0,-5833.219852096674,0.9671193341460341,3.713888888888889,43.149574787393696,20.38,7.38,0.0,0.0,1.0
89,-5981.0,-5940.0447998533855,0.9596469427509464,3.727777777777778,44.00100050025012,21.17,7.72,0.0,0.0,1.0
90,-5437.0,-5404.675956574965,0.9018120316036802,3.338888888888889,42.41770885442721,19.56,6.81,0.0,0.0,1.0
91,-5352.0,-5326.352215622949,0.8882278520231514,3.1319444444444446,42.28793189784677,19.41,6.48,0.0,0.0,0.0
92,-5625.0,-5589.888225158652,0.9407251078910306,3.4541666666666666,43.59919839679359,20.75,7.71,0.0,0.0,0.0
93,-5607.0,-5571.885988091489,0.9275096174014217,3.470833333333333,43.04852426213107,20.15,6.94,0.0,0.0,0.0
94,-5471.0,-5442.90788715534,0.9084102543447737,3.275,41.97748874437219,19.06,6.27,0.0,0.0,0.0
95,-5159.0,-5130.66473752781,0.8822823263462705,2.923611111111111,41.48474237118559,18.7,5.96,0.0,0.0,0.0
96,-5358.0,-5325.49372123005,0.9155589519374577,3.202777777777778,42.28614307153577,19.45,6.52,0.0,0.0,0.0
97,-5452.0,-5426.644804515047,0.9044376523223525,3.313888888888889,42.18359179589795,19.3,6.36,0.0,0.0,0.0
98,-5448.0,-5415.3026427744335,0.9064011166003695,3.2222222222222223,41.88894447223612,19.11,6.13,0.0,0.0,0.0
99,-5766.0,-5737.037558094794,0.9254375397593428,3.3875,43.1575787893947,20.41,6.99,0.0,0.0,1.0
