episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
56,-6586.0,-6538.081110229297,1.0072383963756395,4.363888888888889,45.632632632632635,22.82,8.87,0.0,0.0,1.0
57,-6646.0,-6603.194315001172,1.0120286714542182,4.6375,45.0,22.22,8.71,0.0,0.0,0.0
58,-6465.0,-6422.757387815041,0.99080152853996,4.251388888888889,44.78428428428428,22.04,8.26,0.0,0.0,0.0
59,-6435.0,-6383.230254242524,0.9801762836800514,4.316666666666666,45.315157578789396,22.5,8.71,0.0,0.0,0.0
60,-6493.0,-6447.243134053537,0.9920433972809466,4.343055555555556,45.21210605302651,22.45,8.54,0.0,0.0,0.0
61,-6457.0,-6390.098234420568,1.0107754753459748,4.276388888888889,45.6946946946947,22.93,8.96,0.0,0.0,0.0
62,-6637.0,-6589.038954153076,1.0090776204984573,4.502777777777778,45.73410115172759,23.0,9.11,0.0,0.0,0.0
63,-6418.0,-6374.163726143013,0.97203145274534,4.236111111111111,45.17408704352176,22.47,8.56,0.0,0.0,0.0
64,-6702.0,-6641.376226566317,1.0136195755576762,4.438888888888889,45.593093093093096,22.75,8.62,0.0,0.0,0.0
65,-6892.0,-6847.4096773544825,1.037256795041735,4.8125,46.40620310155077,23.58,9.49,0.0,0.0,0.0
66,-6321.0,-6271.403692459136,0.9801100365088489,4.111111111111111,45.081540770385196,22.36,8.54,0.0,0.0,0.0
67,-6859.0,-6803.042753901133,1.0332931989790106,4.701388888888889,46.583791895947975,23.8,9.52,0.0,0.0,1.0
68,-6369.0,-6325.613370569377,0.9839572505842834,4.365277777777778,45.05705705705706,22.27,8.64,0.0,0.0,0.0
69,-6683.0,-6644.95947014778,0.9944900800112966,4.409722222222222,45.606606606606604,22.79,8.75,0.0,0.0,2.0
70,-6322.0,-6275.234922905431,0.9900928568290319,4.141666666666667,44.8186372745491,22.01,8.49,0.0,0.0,2.0
71,-6649.0,-6602.11836078622,1.0289809644579353,4.533333333333333,45.368368368368365,22.55,8.71,0.0,0.0,1.0
72,-6606.0,-6566.4228603424845,0.9998018862954139,4.463888888888889,45.413413413413416,22.69,8.94,0.0,0.0,1.0
73,-6421.0,-6358.154672051699,1.0013844539334131,4.406944444444444,45.44622311155578,22.65,9.14,0.0,0.0,0.0
74,-6979.0,-6933.167181259888,1.037841369051719,4.738888888888889,46.510755377688845,23.82,9.62,0.0,0.0,0.0
